English,Gothic
-- outside the law,got. wi-t-æd-a-lau-s 4
-- from outside,got. ðt-a-þræ 2
-- on the outside,got. ðt-a-na 5
outstretched -- lay outstretched,got. us-lag-jan 8
outwardly,got. ðt-a-na 5
outwards,got. ðt 25
outworn,got. faír-n-ei-s* 15
oven,got. aúh-n-s* 1
over,"got. an-a (1) 273, and 35, and-waír-þ-is 1, bi 376=373, uf-ar 43, uf-ar-æ 7"
-- over beyond,got. uf-ar-jain-a 1
-- over it,got. uf-ar-æ 7
-- over to,got. hi-n-dar 15
-- be over,got. uf-ar-wi-s-an* 2
over-aged,got. faír-n-ei-s* 15
overagedness,got. faír-n-iþ-a* 1
overcome,got. ga-jiuk-an* 4
over-exalt,got. uf-ar-hau-h-jan* 1
over-extol,got. uf-ar-hau-h-jan* 1
overfill (V.),"got. ful-l-jan* 3, uf-ar-ful-l-jan* 2"
overflow -- let overflow,got. uf-ar-giu-t-an* 1
overflowing (N.) -- pour to overflowing,got. uf-ar-giu-t-an* 1
-- filled to overflowing,got. uf-ar-ful-l-s* 1
overfull,got. uf-ar-ful-l-s* 1
overfullness,got. uf-ar-ful-l-ei* 1
overload -- burden (V.) with an overload,got. an-a-kaúr-jan* 1
overlook,got. uf-ar-mun-n-æn* 3
overrunning -- overrunning by water,got. ga-ru-n-j-æ* 1
overshadow (V.),got. uf-ar-skad-w-jan* 3
overstep (V.),got. uf-ar-ga-g-g-an 5
oversufficiency,got. uf-ar-a-s-su-s 31
overtake (V.),got. ga-fõh-an 16
overthrow (N.),"got. us-wal-t-ein-s 2, *wal-t-ein-s?"
overthrow (V.),"got. ga-drau-s-jan* 3, us-wal-t-jan* 3"
overturn (N.),got. us-wal-t-ein-s 2
overturn (V.),got. us-wal-t-jan* 3
owe (V.),got. skul-an* 75=74
ower -- ower of money,got. faíh-u-skul-a* 1
own (Adj.) -- very own,got. swÐ-s (1) 28
-- make one's own,"got. *aig-in-æn?, ga-aig-in-æn* 2=1"
-- of one's own,got. *aig-in-s?
-- one's own,got. swÐ-s (1) 28
own (V.),got. aig-an* 32
owned -- what is owned,got. swÐ-s* (2) 3
ownings,got. swÐ-s* (2) 3
ox,"got. aúh-s-a* 1, aúh-s-u-s* 5"
pace (N.),got. griþ-s* 1
pacification -- counciliatory pacification,got. ga-fri-þ-æn-s* 2
pact (N.),got. trau-st-i* 1
paid -- paid servant,got. asn-ei-s 6
pain (N.) -- cause (V.) pain,got. an-a-kaúr-jan* 1
-- endurance of pain,got. wu-n-n-s* 1
pain (V.),"got. gau-r-jan* 10, sai-r 2"
pained,got. gau-r-s 6
painfulness,got. ag-l-æ 27
pair (N.),"got. ga-ju-k* 1, ju-k* 1"
-- pair of shoes,got. ga-skæh-i* 2
-- yoked pair,got. ju-k* 1
palace,got. pra-itær-iaún 5
-- royal palace,got. þiu-d-an-gard-i 65
palate,got. *gæ-m-a
pale,got. *fal-w-s?
pallet,got. bad-i* 7
palm -- palm of hand,got. læf-a* 4
-- date palm,got. peik-a-bagm-s* 1
palm tree,got. peik-a-bagm-s* 1
pang,got. sai-r 2
parable,got. ga-ju-k-æ (2) 30
paraclete,got. par-a-klÐ-t-u-s 4
paradigm,got. fri-sah-t-s 12
paradise,got. wagg-s* 1
paralytic,got. us-li-þ-a 12
parcel (V.) -- parcel out,got. dis-da-i-l-jan* 3
-- parcel out from,got. af-da-i-l-jan* 1
parch (V.),got. ga-þaírs-an* 2
parched,got. þaúrs-u-s 3
-- be parched,got. ga-þaúrs-n-an* 5
parchment,got. maímbran-a* 1
pardon (N.),got. af-lÐ-t* 3
pardon (V.),got. fra-gib-an 25
parents,"got. bÐr-us-jæs 3, fa-dr-ein 14"
park (N.),got. wagg-s* 1
parousia,got. qu-m-s 14
part (N.),got. da-i-l-s* 7
-- part of the body,got. li-þ-u-s 17
-- collateral part,got. fÐr-a* 4
-- on the part of,got. hi-n-dar 15
part (V.),got. skai-d-an 5
partake -- partake in,got. ga-mai-n-jan 9
-- partake of,"got. faír-aih-an 1, ga-mai-n-jan 9"
partaker,got. ga-mai-n-j-a 1
partaking (N.),got. da-i-l-a* (1) 4
partiality,got. wi-l-j-a-hal-þ-ei 3
participant (Adj.),got. ga-mai-n-s 6
participant,got. ga-mai-n-j-a 1
participate -- participate in,"got. faír-aih-an 1, ga-mai-n-jan 9"
participation,"got. da-i-l-a* (1) 4, ga-mai-n-ei* 2"
particles -- food particles,got. draúhsn-a* 4
particular,got. *us-sinþ-s?
-- in particular,"got. þi-s-hun 6=5, us-sind-æ 1"
particularly,"got. þi-s-hun 6=5, us-sind-æ 1"
partisan -- partisan bias,got. wi-l-j-a-hal-þ-ei 3
-- partisan inclination,got. wi-l-j-a-hal-þ-ei 3
partition (V.),got. ga-da-i-l-jan* 8
partition,"got. dis-da-i-l-jan* 3, mid-gard-i-wa-dd-j-u-s* 2"
partly,got. sum-an 9
partner,"got. ga-da-i-l-a 7, ga-man 4"
-- partner in the same body,got. ga-leik-a* 1
-- be a partner in,got. ga-mai-n-jan 9
-- be a partner with,got. ga-mai-n-jan 9
partnership,"got. da-i-l-a* (1) 4, ga-man 4"
party -- last of two parties,got. af-t-u-m-a* 1
pass -- pass away,got. hi-n-dar-lei-þ-an 2
-- pass forth,got. us-lei-þ-an 12
-- pass in,got. in-n-ga-lei-þ-an 8
-- pass judgement against,got. af-dæ-m-jan 5
-- pass judgement beforehand,got. *faúr-dæ-m-jan?
-- pass judgement on,got. bi-dæ-m-jan* 1
-- pass judgement upon,got. stæ-jan
-- pass on,"got. hi-n-dar-lei-þ-an 2, ¸arb-æn* 7"
-- pass on by,got. faúr-ga-g-g-an* 4
-- pass on through,got. þaír-h-lei-þ-an 5
-- pass out,got. us-ga-g-g-an 105
-- pass over,"got. far-an* 1, uf-ar-lei-þ-an* 1"
-- pass through,"got. þaír-h-ga-g-g-an 11, þaír-h-lei-þ-an 5"
-- come to pass,"got. ga-ga-g-g-an* 7, waír-þ-an 472=470"
passable,got. *gõh-t-s (2)
passage,"got. *far-þ-a?, sta-þ-s (1) 34"
-- written passage,got. bæk-a 34=33
passion,"got. þwaírh-ei 13, wi-n-n-a* 1, wi-n-n-æ* 3"
passover,got. pask-a 9
past -- in a certain part of the past,got. sum-an 9
pastel (N.),"got. *wi-z-d-il-a?, *wi-z-d-il-s?"
pasture,"got. wi-n-j-a* 1, wi-n-n-e 1"
patch (N.),got. plat* 3
paternal,got. *fa-dr-ein-s (2)
path,got. staig-a* 3
patience,"got. lagg-a-mæd-ei* 2, stiwit-i* 4=3, þul-ain-s* 12, *þul-d-s?, us-beis-n-ei"
"3, us-beis-n-s* 5, us-þul-ain-s* 2",
patient,"got. *lagg-a-mæþ-s, us-beis-n-eig-s* 2"
-- patient bearing,got. us-þul-ain-s* 2
patrilineage,"got. fa-dr-ein 14, fa-dr-ein-s* (1) 1?"
patrimonial -- patrimonial homestead,"got. hai-m-æþl-i* 2, *æþl-i"
-- patrimonial land,"got. hai-m-æþl-i* 2, *æþl-i"
patrimony,got. æþal* 2
pattern (V.),"got. *frisah-t-jan?, ga-frisah-t-jan* 1"
patterned -- be patterned,got. *frisah-t-n-an?
-- become patterned,got. *frisah-t-n-an?
pause (N.) -- without pause,got. un-¸ei-l-a* 1
pause (V.),"got. ¸eil-an* 1, swei-b-an* 1"
paw (N.),got. *paut-a
pay (N.),"got. ann-æ* 2, mizd-æ 12"
pay (V.) -- pay attention to,"got. gau-m-jan 16, mun-d-æn* 2=1 sis"
-- pay heed to,got. and-saí¸-an* 2
-- pay homage to,got. in-wei-t-an* 10
-- pay honour to,got. ga-s-wÐr-an* 2
-- pay in tribute to,got. and-sal-jan 1
-- pay out,got. us-gib-an 22
-- pay respect to,got. in-wei-t-an* 10
payment -- payment to the Caesar,got. kais-ar-a-gild* 1
peace,"got. *fri-þu-s, ga-waír-þ-i 53=52"
-- establish peace among,got. ga-fri-þ-æn 5
-- establish peace between,got. ga-fri-þ-æn 5
-- establishment of peace,got. ga-fri-þ-æn-s* 2
-- hold one's peace,"got. af-dæ-b-n-an* 1, *dæ-b-n-an?"
-- make peace with,"got. ga-si-b-jæn 1, *si-b-jæn"
peaceable,"got. ga-waír-þ-eig-s* 1, qaír-r-u-s 2, *waír-þ-eig-s?"
peaceableness,got. qaír-r-ei 7
peaceful,got. ga-waír-þ-eig-s* 1
peacefulness,got. rimi-s* 1
pearl (N.),got. mari-kreitu-s* 1
pearl barley,got. fe-n-ea
peck-measure,got. mÐl-a* 1
peer (V.),got. *spaíh-æn
peg (N.),got. hnu-þ-æ 2 (=1)
pelt -- pelt with stones,got. stai-n-jan* 3
pen -- pen for ewes,got. awi-st-r* 1
-- scratch of the pen,got. wr-i-t-s* 1
penny,got. kint-u-s* 1
pentecost,got. paíntÐ-kustÐ* 1
people,"got. ful-c-us* lat.-got., knæ-þ-s* 1, leod-es, *leud-a, *liuþ-s, man-ag-ei 141,"
þiu-d-a 54,
-- people of a country,got. gau-j-a* 2
-- Gothic people,got. Gu-t-þiu-d-a* 2
-- war people,got. *ful-k
per,got. þaír-h 160=159
perceive,"got. bi-saí¸-an* 5, fraþ-jan 48=47, ga-hau-s-jan 74=73, ga-saí¸-an 162,"
"gau-m-jan 16, uf-kun-n-an 48=47",
perceiving (Adj.),got. *fraþ-jan-d-s?
perception,got. fraþ-i 14
-- faculty of perception,got. hug-s* (1) 1
-- mode of perception,"got. ga-hug-d-s* 12, *hug-d-s?"
perch,got. *bar-s-ik-s?
perchance,"got. þau 86, wai-t-ei 2"
perdition,"got. fra-lu-s-t-s 9, riur-ei 3"
perfect (Adj.),"got. al-l-a-waúrst-w-a* 1, ful-l-a-tæ-ji-s 2, ful-l-a-wit-a* 3, þiu-þ-eigs 17"
perfection,got. us-taú-h-t-s 4
-- operate to perfection,got. us-waúrk-jan* 2
perfectly -- perfectly wrought,got. ful-l-a-tæ-ji-s 2
perfectness,got. us-taú-h-t-s 4
perfidy -- hand over by means of opportunistic perfidy,got. fra-lÐw-jan* 1
perforation,got. þaír-k-æ* 2
perform,"got. andb-ah-t-jan 23=22, ga-tau-jan 90, tau-jan 211=209, waúrk-jan 56=54"
-- perform in sacredotal capacity,got. gu-d-ji-n-æn* 1
performance,got. waúr-st-w-ei* 1
perfumed -- perfumed ointment,got. balsan 8
perhaps,"got. aúft-æ 21=20, þau 86"
pericarp,got. *slau-f-a?
peril,"got. bi-reik-ei* 1, slei-þ-ei 1"
period -- period of the year,got. aþ-n* 1
-- period of time,"got. er-a 14, mÐ-l (1) 54, *stu-nd-a (2)"
-- time period,got. ¸eil-a (1) 42
-- until the end of the period in which,got. un-tÐ 386=383
-- post-Sabbath period,got. af-ar-sabbat-e* 1
-- give a rest period,got. an-a-¸eil-an* 1
perish (V.),"got. fra-qis-t-n-an* 16, fra-waír-þ-an* 1, fra-lu-s-n-an* 3, ga-dau-þ-nan 27"
-- make perish,got. riur-jan* 1
perishable,got. riur-ei-s* 6
perishing,got. riur-ei-s* 6
perjure -- perjure o.s.,got. uf-ar-swar-an* 1
perjurer,got. uf-ar-swar-a* 1
permission,got. *skul-d?
-- have permission,got. ga-mæt-an* 3
permit (V.),"got. fra-lÐ-t-an 32, ga-laub-jan 146=145, lÐ-t-an* 21, us-laub-jan* 11"
permitted -- be permitted,got. bi-naúh-an* 3
-- be permitted in,"got. ga-mæt-an* 3, *mæt-an"
pernicious,"got. *balu-s, slei-þ-s* 2"
perniciousness,got. slei-þ-ei 1
perpetual,got. seit-ein-s* 1
perpetually,got. sin-tein-æ 36
perpetuity -- in perpetuity,got. fra-m-wig-is 2
persecute,"got. us-þri-ut-an* 3, wra-k-jan* 1, wri-k-an* 9"
-- persecute severely,got. fra-wri-k-an* 1
persecuted,got. *wrÐ-k-s?
persecution,"got. wra-k-a* 3, wra-k-j-a 7=6, wrÐ-k-ei* 1"
-- inflict persecution on,"got. wra-k-jan* 1, wri-k-an* 9"
-- oppress intensely with persecution,got. fra-wri-k-an* 1
-- under persecution,got. *wrÐ-k-s?
persecutor,got. wra-k-s 1
perseverance,"got. stiwit-i* 4=3, þul-ain-s* 12"
persevere,"got. þaír-h-wi-s-an* 7, us-aiw-jan* 1"
persist,"got. ga-sta-n-d-an 22, þaír-h-wi-s-an* 7"
person (M.),"got. and-waír-þ-i* 81=79, man-n-a (1) 316, man-n-a-hun 13"
-- person fulfilling everything,got. al-l-a-waúrst-w-a* 1
-- person given birth,got. baúr* (1) 2
-- person in bonds,got. band-j-a 6
-- person possessed by the devil,got. daimæn-õrei-s 5
-- person who swears,got. *swar-a
-- a person who,got. sa-h 74
-- close person,got. *waír-þ-j-a?
-- beloved person,"got. *hul-þ-a, *hul-þ-æ?"
-- going person,"got. *ga-g-g-a?, *ga-g-g-j-a?"
-- guilty person,got. skul-a 15
-- indebted person,got. skul-a 15
-- let person,got. *lÐ-t-s
-- lowliest person,got. undar-lei-j-a* 1
-- moribund person,got. swul-t-a-waír-þ-j-a 1
-- nonsensical person,got. un-wi-t-a 6
-- obligated person,got. skul-a 15
-- ignorant person,got. un-wi-t-a 6
-- standing person,got. *sta-þ-ji-s?
-- unknowing person,got. un-wi-t-a 6
persuadable,got. ga-¸aírb-s* 1
persuaded -- be persuaded of,got. ga-tráu-an* 22=21
persuasion,got. ga-kun-d-s 1
-- amenable to persuasion,got. ga-¸aírb-s* 1
pertain -- pertain properly to,"got. *dab-an?, ga-dab-an 2"
pertaining -- pertaining to olives,got. alÐw-j-a* 2
perturb,got. af-s-lau-þ-jan* 2
perverse (Adj.),got. in-wi-nd-s* 5
perverseness,got. in-wi-nd-iþ-a 6
pervert,got. in-wa-nd-jan 1
pest (M.),got. *skaþ-a-ligg-s?
petition (V.) -- petition for,got. bid-jan 134=133
Pharaoh,got. Faraæ* 1
pharisee,got. Fareisaiu-s 55
Phoenician,got. fwnÆk-isk-s* 1
physical -- physical proportions of growth,got. laud-i* 1
physically -- physically powerful,got. swinþ-s* 11=10
-- be physically harmful to,got. ag-l-jan* 1
physician,got. lÐk-ei-s* 7
physiognomy,"got. lud-ja* 1, wli-t-s 6"
physiologically -- be physiologically injurious to,got. ag-l-jan* 1
pick (V.),"got. *har-b-is-jan, rau-p-jan 2"
-- pick up,got. nim-an 105
picture (N.),got. man-leik-a 4
piece -- piece of cloth,"got. fan-a* 3, plat* 3"
-- piece of money,"got. da-i-l-a* (1) 4, skat-t-s 14"
-- piece of wood,got. *bðsk-a
-- in one piece,got. ai-n-fal-þ-s* 1
-- broken piece,"got. *bruk-a?, *bruk-j-a?, ga-bruk-a* 6"
-- tear to pieces,got. dis-tah-jan* 5
-- rend in pieces,got. dis-taír-an* 3
piety,"got. ga-gu-d-ei 12, *gu-d-ei?"
-- show filial piety towards,got. bar-usn-jan 1
pig (N.),got. sw-ein* 12
pigeon,got. *dð-b-æ?
-- pigeon (for sacrifice),got. ah-ak-s 4
piglike,got. *sw-ein-s?
pile (V.),got. *ta-sk-æn?
pillage,got. dis-wil-w-an* 1
pillar,got. saul-s 2
pillow,got. wa-gg-õrei-s* 1
pinch (V.),got. at-snar-p-jan* 1
pious,got. ga-gu-þ-s* 1
pipe (N.),got. *agk-j-a?
pipe (V.),got. swigl-æn* 2
pique (N.),got. mæ-þ-s* (1) 2
pistachio-tree -- of a pistachio-tree,got. pistik-ein-s* 1
pit (N.),got. dal-s* 3
pitch -- pitch forth at,got. at-waír-p-an 4
pitcher,"got. aúrkei-s* 2, *krðk-a"
pitfall,got. hla-m-m-a 2
pitiable,got. arm-s* (1) 1
pitiful -- how pitiful that not,got. wai-nei 3
pity (N.),"got. arm-a-haírt-ei 10, *ble-i-þ-ein-s, ga-ble-i-þ-ein-s* 1"
-- have pity,got. in-fei-n-an* 6
-- have pity on,"got. arm-an* 10, ga-arm-an* 10"
-- take pity,"got. ble-i-þ-jan* 2, ga-ble-i-þ-jan* 2"
place (N.),"got. plap-ja* (?) 1, sta-þ-s (1) 34"
-- at a place,got. at 170
-- at which time,got. þan-ei 3
-- at which place,got. ¸a-r 20
-- from that place,got. jain-þræ 12
-- from the place,got. þa-þræ 11
-- from the place that,got. þa-þræ-ei 1
-- from this place,got. þa-þræ 11
-- from which place,got. þa-þræ-ei 1
-- from yon place,got. jain-þræ 12
-- to another place,got. al-ja-þ 1
-- place for sacrifice,got. hun-sl-a-staþ-s* 4
-- place for swimming,got. swum-fsl* 2
-- place of admission-tax collection,got. mæt-a-sta-þ-s* 1
-- place wrapping around the front of,got. faúr-waip-jan* 1
-- in that place,"got. jain-a-r 34, þa-r 2"
-- in the place where,got. þa-r-ei 35
-- in whichever place,got. þi-s-¸ar-uh 2
-- into that place,got. jain-drÐ 1
-- to that place,got. jain-d 1
-- to this place,got. hi-drÐ 3
-- to what place,got. ¸a-drÐ 1
-- to which place,got. þad-ei 12
-- to whichever place,got. þi-s-¸ad-uh 5
-- make place,got. *rð-m-an
-- turned toward that place,got. jain-d-waírþ-s 1
-- all together to the same place,got. sam-a-þ 4
-- holy place,got. *weih
place (V.),"got. ga-sat-jan 25, sat-jan* 9"
-- place before,got. faúr-lag-jan 3
plague,got. wu-n-d-ufn-i* 1
plainly,got. swi-kun-þ-a-ba 5
-- very plainly,got. baír-h-t-a-ba 5
plait (N.),"got. fla-h-t-a* 1, *gra-n-a, *gra-n-æ?, gra-n-us* 1"
plait (V.),"got. *flaí-h-t-an?, us-wi-nd-an* 2"
plan (N.),"got. ga-rÐh-sn-s 11, mun-s 7, *rÐh-sn-s?"
-- secret plan,got. rð-n-a 18
-- have a plan for,got. ga-rÐ-d-an* 1
plan (V.),"got. mi-t-æn* 11, *rÐ-d-an, þagk-jan 19"
-- plan out,got. ur-rÐ-d-an* 1
-- plan together secretly,got. *bi-rð-n-an?
plank (N.),got. *þil-j-æ
plant (V.),"got. sat-jan* 9, us-sat-jan* 8"
plant seed,got. sái-an 30
planted (M.),got. *sat-iþ-s?
plaque (V.),got. us-þri-ut-an* 3
plastic -- plastic mass,got. daig-s 5
platform,got. mÐs* 4
platter,"got. *bri-d-il-a, mÐs* 4"
plausibly,got. wai-t-ei 2
play (V.) -- play the flute,got. swigl-æn* 2
plaza,got. plap-ja* (?) 1
pleasant,"got. and-a-nÐm-s 8=7, *frei-þ-s?, wæþ-ei-s* 2"
pleasant-appearingly,got. *fÐh-a-ba?
please (V.),"got. ga-leik-an 20, leik-an* 2"
-- please beforehand,got. faúr-a-ga-leik-an* 1
-- please fully,got. ful-l-a-fah-jan 3
-- seek to please,got. sam-jan 2
pleaded -- be pleased,got. *ga-baúr-j-æn
pleasing (Adj.),got. wæþ-ei-s* 2
-- be pleasing to,got. leik-an* 2
-- be pleasing to beforehand,got. faúr-a-ga-leik-an* 1
pleasure -- with pleasure,"got. azÐt-a-ba 1, ga-baúr-j-a-ba 7"
pleasurable,"got. azÐt-s* 5, wæþ-ei-s* 2"
pleasurably,"got. ga-baúr-j-a-ba 7, *ga-baúr-j-æ"
pleasure,"got. azÐt-i (?)* 2, *baúr-j-æþu-s 1, ga-baúr-j-æþu-s* 1, leik-ain-s* 4"
pledge (N.),"got. ga-hai-t* 14, wad-i 4"
-- announce (V.) as a pledge,got. ga-hai-t-an* 8
-- written pledge,got. wad-j-a-bæk-æs* 1
-- pre-announce as a pledge,got. faúr-a-ga-hai-t-an* 1
pledge (V.),got. ga-wad-j-æn* 1
plenitude,"got. fil-u-sn-a 6, ful-l-eiþ-s* 2, man-ag-dð-þ-s 1"
-- verbal plenitude,got. fil-u-waúr-d-ei* 1
plenteous,got. ga-næh-s* 7
plentiful,got. man-ag-s* 183=182
plenty,got. man-ag-s* 183=182
pliant,got. þla-q-u-s 1
...plicity,got. *-fal-þei?
plight (N.),got. agg-w-iþ-a 5
plight (V.),got. ga-wad-j-æn* 1
plightedness,got. fra-gif-t-s* 3
plotting (N.),got. bi-rð-n-ain-s* 1
plough (N.),"got. ar-jan* 1, *plæg-s"
plow,got. hæh-a* 1
pluck (V.),got. rau-p-jan 2
-- pluck out,got. us-sta-g-g-an* 1
plume (N.),got. tufa lat.-got.
plump,got. *dig-r-s?
plumpness,got. dig-r-ei* 1
plunder (N.),got. wul-w-a* 1
plunder (V.),got. wil-w-an 3
-- plunder utterly,got. dis-wil-w-an* 1
plunge (V.),"got. ga-driu-s-an 24, saggq-jan* 1"
-- plunge down,got. ga-drau-s-jan* 3
pod (V.),got. *kapp-æn?
point (N.),"got. *ag-i-, sti-k-s* 1"
-- point in time,got. mÐ-l (1) 54
-- at the point of death,got. *swul-t-a-waír-þ-s?
-- at the point when,got. bi-þÐ 69
-- at the point where,got. bi-þÐ 69
point (V.) -- point out,got. us-tai-k-n-jan 16
pointed (Adj.),got. *agr-a?
-- pointed drinking horn,got. sti-k-l-s 16
-- pointed stake,"got. hnu-þ-æ 2 (=1), qaír-u 1"
pointing -- pointing out,got. us-tai-k-n-ein-s 4
poison (N.),"got. in-gif* 1, *lu-b-i?"
-- mixing of poison,got. lu-b-j-a-leis-ei 1
poke -- poke fun at,got. bi-laik-an* 6
pole for crucifixion,got. galg-a 18
polity,got. us-mÐ-t* 6
pollute,got. bi-saul-jan* 1
pommel (V.),got. kaupat-jan 4
pond,got. swum-fsl* 2
ponder,"got. mi-t-æn* 11, þagk-jan 19"
pool,got. swum-fsl* 2
poor (Adj.),"got. arm-s* (1) 1, un-lÐ-þ-s* 18"
-- make poor,"got. ga-un-lÐ-d-jan* 1, *un-lÐ-d-jan?"
porcine,got. *sw-ein-s?
port -- put into port,got. at-far-jan* 1
porter,got. daúr-a-ward-s 3
portico,"got. *laub-j-æ laubi?, ub-iz-w-a* 1"
portion (N.),got. da-i-l-s* 7
-- dispense in portions,got. fra-da-i-l-jan* 1
portion (V.) - portion out,got. af-da-i-l-jan* 1
proportion -- of the same proportions,got. sam-a-lauþ-s* 1
-- of such proportions,got. swa-lauþ-s* 5
-- of what proportions,got. ¸Ð-lauþ-s* 2=1
protrayed -- allegorically portrayed,got. al-ja-leik-æþ-s* 1
portress,"got. daúr-a-war-d-a* 1, daúr-a-war-d-æ 1"
position (N.) -- come to a standing position,got. ga-sta-n-d-an 22
-- put in position,"got. ga-sat-jan 25, sat-jan* 9"
position (V.),"got. ga-sat-jan 25, sat-jan* 9"
positively,got. raíh-t-is 46
possess (V.),"got. aig-an* 32, an-a-hab-an* 2, dis-nim-an* 1, hab-an 273=271"
possessed,got. wæþ-s* 3
-- person possessed by the devil,got. daimæn-õrei-s 5
possession,got. ga-frei-d-ein-s* 3=2
-- possessions,"got. aig-in* 6, aih-t-s* 2, faíh-u* 7"
-- gain complete possession of,got. dis-hab-an* 4
-- make into a possession,got. ga-faih-æn* 1
-- take possession of,"got. fra-nim-an 2, ga-nim-an 18"
-- take possession of by attack,got. dis-sit-an* 3
possible,got. mah-t-eig-s 22
-- how is it possible that,got. i-ba-i 69
possibly,"got. i-ba-i 69, wai-t-ei 2"
-- not possibly,got. n-i-ba-i 58
-- very possibly,got. uft-æ 1
post (N.),"got. *stak-a, *stiu-r (2), *stiu-r-i"
-- customs post,got. mæt-a-sta-þ-s* 1
post (V.),got. *stak-k-æn?
post-Sabbath -- post-Sabbath period,got. af-ar-sabbat-e* 1
potency,got. wald-ufn-i 55
-- have potency,got. ga-mag-an* 1
potent,got. reik-ei-s* (1) 3
potholed -- potholed area,got. us-dru-s-t-s* 1
potter,got. kas-j-a 3
pound (N.),got. pund* 1
pound,got. da-i-l-a* (1) 4
pour (V.),"got. giu-t-an* 6, *skagk-jan"
-- pour to overflowing,got. uf-ar-giu-t-an* 1
poured -- be poured out,got. us-gu-t-n-an* 3
-- become poured out,"got. *gu-t-n-an?, us-gu-t-n-an* 3"
poverty,got. un-lÐ-d-i 2
powder -- rub to powder,got. ga-mal-w-jan* 1
power (N.),"got. mah-t-s (1) 72, *seil-, swinþ-ei* 3, *þrð-þ-s?, wald-ufn-i 55, *þðs?"
-- stricken from power,got. *blau-þ-s
-- have power over,got. reik-in-æn 3
-- wield power over,got. wald-an 2
powerful,"got. mah-t-eig-s 22, reik-ei-s* (1) 3, *wald-an-d-s?"
-- be powerful,got. mag-an* 136=135
-- physically powerful,got. swinþ-s* 11=10
power-holding,"got. mah-t-eig-s 22, reik-ei-s* (1) 3"
powerless,"got. *blau-þ-s, un-mah-t-eig-s 13"
-- make powerless,"got. blau-þ-jan* 1, ga-blau-þ-jan* 1"
practice (N.),"got. bi-ð-h-t-i 6, waúr-st-w-ei* 1"
practice (V.),"got. sid-æn* (sis) 1, þræ-þ-jan* 1"
practitioner -- medical practitioner,got. lÐk-ei-s* 7
praetorium,got. pra-itær-iaún 5
praise (N.),"got. hau-h-ein-s 7, haz-ein-s 10"
-- sing a hymn of praise to s.o.,got. liu-þ-æn* 1
-- song of praise,"got. haz-ein-s 10, *liu-þ?"
praise (V.),"got. and-hai-t-an 15, hau-h-jan 27, haz-jan 10, mik-il-jan* 15"
praised,got. þiu-þ-eig-s 17
praiseworthy,got. waíl-a-mÐ-r-ei-s* 1
pray,"got. aih-tr-æn 5, bid-jan 134=133, ga-bid-jan* 1, *us-blæt-an?"
prayer (N.),"got. aih-tr-æn-s* 3, bid-a 29, us-blæt-ein-s* 2=1"
-- prayer of gratitude,got. aw-i-liu-þ 16
-- prayer of thanksgiving,got. aíw-xari-sti-a* 1
-- intercessory prayer,got. lit-ein-s* 1
-- offer a prayer of thanksgiving,got. aw-i-liu-d-æn 23
prayerfully -- wish prayerfully,got. us-bid-an* 1
preach -- preach good news,got. þiu-þ-s-pil-l-æn* 1
-- preach the good,got. waíl-a-mÐ-r-jan 13
-- preach the gospel,"got. mÐ-r-jan 48, waíl-a-spil-l-æn* 1"
-- preach tidings of,got. mÐ-r-jan 48
preacher,got. mÐ-r-jan-d-s 2
preaching (N.),"got. ga-hau-s-ein-s 4, hau-s-ein-s* 5, mÐ-r-ein-s 3, waíl-a-mÐ-r-eins* 1"
pre-announce -- pre-announce as a pledge,got. faúr-a-ga-hai-t-an* 1
precede,"got. bi-sniw-an* 1, faúr-a-ga-g-g-an 6=5, faúr-bi-ga-g-g-an* 2, faúr-bi-sniwan* 1, faúr-ri-n-n-an* 1"
-- precede in swiftness,got. faúr-sniw-an* 3
precede s.o.,got. faúr-a-qi-m-an* 1
preceding (Adj.),got. faír-n-s* 2
precinct -- country precinct,got. weihs* (2) 11
precious -- very precious,got. fil-u-ga-lauf-s* 1
precisely,got. gla-ggw-u-ba 1
-- precisely that one,got. sa-h 74
precipitate -- unfittingly precipitate,got. un-til-a-malsk-s* 1
precursor -- be a precursor,got. faúr-ri-n-n-an* 1
predetermination,got. mun-s 7
predetermine,got. faúr-a-ga-rÐ-d-an* 3=2
prediscrimination,got. faúr-dæ-m-ein-s* 1
pre-eminence,got. fru-m-a-d-ei* 1
preferable -- deem preferable,got. faúr-a-rah-n-jan* 1
preference,got. leik-ain-s* 4
pregnant,"got. in-kil-þ-æ 3, qi-þ-u-haf-t-s*"
-- pregnant woman,got. qi-þ-u-haf-t-æ* 2
pre-judge (V.),got. *faúr-dæ-m-jan?
prejudgement,got. faúr-dæ-m-ein-s* 1
prejudice,got. faúr-dæ-m-ein-s* 1
premeditated,got. *faúr-wei-s?
premeditating (Adj.),got. *faúr-wei-s?
premeditation,got. mi-t-æn-s 10
preparation,got. mun-s 7
-- day of preparation,got. para-skaíwÐ 2
